ID,Airline Name,Overall_Rating,Review Date,Verified,Type Of Traveller,Seat Type,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended
8255,easyJet,1,20th July 2023,False,Solo Leisure,Economy Class,2023-07-01,1.0,1.0,,1.0,,1.0,1.0,no
8256,easyJet,1,16th July 2023,True,Family Leisure,Economy Class,2023-07-01,1.0,2.0,1.0,1.0,,,1.0,no
8257,easyJet,1,11th July 2023,True,Solo Leisure,First Class,2023-07-01,5.0,5.0,5.0,5.0,,,5.0,yes
8258,easyJet,1,10th July 2023,True,Solo Leisure,Economy Class,2023-07-01,2.0,1.0,,1.0,,1.0,1.0,no
8259,easyJet,1,9th July 2023,False,Couple Leisure,Economy Class,2023-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8260,easyJet,1,8th July 2023,True,Couple Leisure,Economy Class,2023-07-01,,,,1.0,,,1.0,no
8261,easyJet,1,2nd July 2023,False,Couple Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8262,easyJet,1,1st July 2023,True,Couple Leisure,Economy Class,2023-07-01,,,,1.0,,,2.0,no
8263,easyJet,1,26th June 2023,False,Solo Leisure,Economy Class,2023-06-01,2.0,2.0,2.0,2.0,1.0,1.0,2.0,no
8264,easyJet,1,25th June 2023,True,Family Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8265,easyJet,1,22nd June 2023,True,Business,Economy Class,2023-06-01,,,,1.0,,,1.0,no
8266,easyJet,2,22nd June 2023,True,Solo Leisure,Economy Class,2023-06-01,2.0,2.0,,2.0,2.0,1.0,1.0,no
8267,easyJet,4,13th June 2023,False,Solo Leisure,Economy Class,2023-06-01,3.0,3.0,,3.0,,,3.0,no
8268,easyJet,1,13th June 2023,True,Couple Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,,,1.0,no
8269,easyJet,1,12th June 2023,True,Solo Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8270,easyJet,1,7th June 2023,False,Solo Leisure,Economy Class,2023-06-01,1.0,1.0,,1.0,,,1.0,no
8271,easyJet,1,7th June 2023,False,Business,Economy Class,2023-05-01,,,,,,,1.0,no
8272,easyJet,1,31st May 2023,False,Family Leisure,Economy Class,2023-05-01,3.0,3.0,3.0,2.0,,,2.0,no
8273,easyJet,1,20th May 2023,True,Solo Leisure,Economy Class,2023-05-01,2.0,1.0,,1.0,,,1.0,no
8274,easyJet,1,19th May 2023,True,Solo Leisure,Economy Class,2023-05-01,,,,,,,1.0,no
8275,easyJet,1,18th May 2023,True,Business,Economy Class,2023-05-01,4.0,5.0,5.0,5.0,,3.0,5.0,yes
8276,easyJet,1,18th May 2023,True,Couple Leisure,Economy Class,2023-05-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8277,easyJet,1,15th May 2023,False,Solo Leisure,Economy Class,2023-05-01,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8278,easyJet,1,15th May 2023,True,Business,Economy Class,2023-05-01,2.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8279,easyJet,1,13th May 2023,False,Couple Leisure,Economy Class,2023-05-01,1.0,2.0,1.0,1.0,1.0,,1.0,no
8280,easyJet,8,9th May 2023,True,Solo Leisure,Economy Class,2023-03-01,4.0,5.0,4.0,3.0,,,4.0,yes
8281,easyJet,2,8th May 2023,True,Business,Economy Class,2023-05-01,2.0,1.0,,1.0,,,1.0,no
8282,easyJet,1,5th May 2023,True,Solo Leisure,Economy Class,2022-06-01,4.0,4.0,,4.0,,,1.0,no
8283,easyJet,8,2nd May 2023,True,Business,Economy Class,2023-02-01,3.0,5.0,3.0,3.0,,,4.0,yes
8284,easyJet,1,1st May 2023,True,Business,Economy Class,2023-04-01,3.0,3.0,,1.0,,,1.0,no
8285,easyJet,1,1st May 2023,True,Solo Leisure,Economy Class,2023-05-01,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
8286,easyJet,2,26th April 2023,True,Solo Leisure,Economy Class,2023-04-01,1.0,2.0,2.0,1.0,,,3.0,no
8287,easyJet,1,13th April 2023,True,Solo Leisure,First Class,2023-04-01,5.0,5.0,5.0,5.0,,,5.0,yes
8288,easyJet,2,11th April 2023,True,Family Leisure,Economy Class,2023-04-01,1.0,4.0,2.0,1.0,,,3.0,no
8289,easyJet,8,9th April 2023,False,Solo Leisure,Economy Class,2023-03-01,3.0,4.0,4.0,4.0,,,4.0,yes
8290,easyJet,1,8th April 2023,True,Family Leisure,Economy Class,2023-04-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8291,easyJet,1,6th April 2023,True,Couple Leisure,Economy Class,2023-04-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8292,easyJet,1,2nd April 2023,False,Solo Leisure,Economy Class,2023-04-01,1.0,1.0,,1.0,,,1.0,no
8293,easyJet,2,31st March 2023,False,Business,Economy Class,2023-03-01,2.0,5.0,,1.0,,,3.0,no
8294,easyJet,1,30th March 2023,False,Couple Leisure,Economy Class,2023-03-01,1.0,1.0,,1.0,,,1.0,no
8295,easyJet,1,25th March 2023,True,Business,Economy Class,2023-03-01,3.0,2.0,2.0,1.0,1.0,1.0,1.0,no
8296,easyJet,1,24th March 2023,True,Family Leisure,Economy Class,2023-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8297,easyJet,1,19th March 2023,True,Solo Leisure,Economy Class,2023-03-01,1.0,1.0,,1.0,,,1.0,no
8298,easyJet,4,16th March 2023,True,Couple Leisure,Economy Class,2023-03-01,1.0,2.0,,2.0,,,2.0,no
8299,easyJet,6,14th March 2023,True,Solo Leisure,Economy Class,2023-03-01,1.0,3.0,,1.0,,,4.0,yes
8300,easyJet,1,13th March 2023,True,Family Leisure,Economy Class,2023-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8301,easyJet,1,10th March 2023,True,Solo Leisure,Economy Class,2023-03-01,1.0,3.0,3.0,1.0,,,1.0,no
8302,easyJet,8,2nd February 2023,False,Solo Leisure,Economy Class,2022-08-01,5.0,5.0,5.0,5.0,,,5.0,yes
8303,easyJet,9,30th January 2023,True,Couple Leisure,Economy Class,2023-01-01,4.0,5.0,,3.0,,,5.0,yes
8304,easyJet,1,25th January 2023,False,Couple Leisure,Economy Class,2023-01-01,4.0,3.0,,3.0,,,5.0,yes
8305,easyJet,1,17th January 2023,True,Couple Leisure,Economy Class,2023-01-01,5.0,5.0,5.0,5.0,,,5.0,yes
8306,easyJet,1,15th January 2023,True,Solo Leisure,Economy Class,2023-01-01,2.0,1.0,2.0,1.0,,,1.0,no
8307,easyJet,1,29th December 2022,True,Couple Leisure,Economy Class,2022-12-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8308,easyJet,3,29th December 2022,True,Family Leisure,Economy Class,2022-12-01,3.0,3.0,3.0,2.0,1.0,,3.0,no
8309,easyJet,1,15th December 2022,False,Solo Leisure,Economy Class,2022-12-01,1.0,2.0,1.0,1.0,1.0,1.0,1.0,no
8310,easyJet,2,11th December 2022,False,Solo Leisure,Economy Class,2022-09-01,1.0,4.0,3.0,4.0,1.0,1.0,2.0,no
8311,easyJet,1,7th December 2022,False,Family Leisure,Economy Class,2022-12-01,,,,,,,1.0,no
8312,easyJet,1,4th December 2022,False,Solo Leisure,Economy Class,2022-07-01,4.0,5.0,5.0,4.0,,,5.0,yes
8313,easyJet,1,4th December 2022,False,Family Leisure,Economy Class,2022-12-01,1.0,1.0,,1.0,,,1.0,no
8314,easyJet,1,2nd December 2022,False,Solo Leisure,Economy Class,2022-11-01,4.0,5.0,5.0,5.0,,,5.0,yes
8315,easyJet,1,26th November 2022,True,Couple Leisure,Economy Class,2022-07-01,,,,,,,1.0,no
8316,easyJet,1,23rd November 2022,True,Solo Leisure,Economy Class,2022-11-01,5.0,1.0,,1.0,,,3.0,no
8317,easyJet,7,14th November 2022,True,Business,Economy Class,2022-11-01,3.0,3.0,,2.0,,,5.0,yes
8318,easyJet,1,11th November 2022,False,Family Leisure,Economy Class,2022-11-01,5.0,5.0,3.0,5.0,,,5.0,yes
8319,easyJet,3,7th November 2022,True,Solo Leisure,Economy Class,2022-11-01,2.0,1.0,,4.0,,,2.0,no
8320,easyJet,1,25th October 2022,False,Solo Leisure,Economy Class,2022-09-01,1.0,1.0,,1.0,,,1.0,no
8321,easyJet,1,25th October 2022,True,Business,Economy Class,2022-10-01,,,,1.0,,,1.0,no
8322,easyJet,8,25th October 2022,True,Couple Leisure,Economy Class,2022-10-01,4.0,4.0,3.0,3.0,,,5.0,yes
8323,easyJet,2,21st October 2022,False,Family Leisure,Economy Class,2022-07-01,,,,1.0,,,1.0,no
8324,easyJet,1,18th October 2022,True,Business,Economy Class,2022-10-01,2.0,3.0,,1.0,1.0,1.0,3.0,no
8325,easyJet,9,17th October 2022,False,Couple Leisure,Economy Class,2022-10-01,3.0,5.0,,5.0,,,5.0,yes
8326,easyJet,2,6th October 2022,False,Family Leisure,Economy Class,2022-03-01,3.0,1.0,,3.0,,,2.0,no
8327,easyJet,1,4th October 2022,False,Business,Economy Class,2022-08-01,1.0,,,1.0,,,1.0,no
8328,easyJet,1,3rd October 2022,True,Solo Leisure,Economy Class,2022-10-01,1.0,1.0,,1.0,,1.0,1.0,no
8329,easyJet,1,3rd October 2022,True,Couple Leisure,Economy Class,2022-09-01,1.0,5.0,,1.0,1.0,1.0,2.0,no
8330,easyJet,1,1st October 2022,False,Family Leisure,Economy Class,2022-09-01,1.0,1.0,,1.0,,,1.0,no
8331,easyJet,1,30th September 2022,False,Couple Leisure,Economy Class,2022-09-01,1.0,3.0,2.0,1.0,1.0,1.0,1.0,no
8332,easyJet,1,27th September 2022,False,Solo Leisure,Economy Class,2022-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8333,easyJet,1,27th September 2022,True,Family Leisure,Economy Class,2022-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8334,easyJet,1,23rd September 2022,False,Couple Leisure,Economy Class,2022-09-01,3.0,5.0,3.0,5.0,,,5.0,yes
8335,easyJet,1,22nd September 2022,False,Couple Leisure,Economy Class,2022-09-01,1.0,1.0,,1.0,,,1.0,no
8336,easyJet,1,21st September 2022,True,Solo Leisure,Economy Class,2022-09-01,1.0,1.0,,1.0,,,1.0,no
8337,easyJet,1,20th September 2022,True,Couple Leisure,Economy Class,2022-09-01,2.0,2.0,,1.0,,,1.0,no
8338,easyJet,1,18th September 2022,False,Couple Leisure,Economy Class,2022-09-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8339,easyJet,1,18th September 2022,True,Solo Leisure,Economy Class,2022-09-01,2.0,1.0,1.0,1.0,,,1.0,no
8340,easyJet,1,16th September 2022,False,Solo Leisure,Economy Class,2022-09-01,3.0,3.0,1.0,1.0,1.0,1.0,3.0,no
8341,easyJet,1,7th September 2022,True,Couple Leisure,Economy Class,2022-08-01,4.0,4.0,,1.0,,,1.0,no
8342,easyJet,1,2nd September 2022,True,Couple Leisure,Economy Class,2022-08-01,2.0,1.0,1.0,1.0,,,2.0,no
8343,easyJet,1,1st September 2022,False,Couple Leisure,Economy Class,2022-08-01,1.0,1.0,,1.0,1.0,1.0,1.0,no
8344,easyJet,1,31st August 2022,True,Couple Leisure,Economy Class,2022-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
8345,easyJet,2,19th August 2022,True,Solo Leisure,Economy Class,2022-08-01,3.0,1.0,,1.0,,,1.0,no
8346,easyJet,2,17th August 2022,False,Family Leisure,Economy Class,2022-08-01,3.0,4.0,,1.0,,,3.0,no
8347,easyJet,1,11th August 2022,True,Couple Leisure,Economy Class,2022-05-01,,,,,,,1.0,no
8348,easyJet,1,29th July 2022,True,Solo Leisure,Economy Class,2022-07-01,1.0,1.0,,1.0,,,1.0,no
8349,easyJet,1,28th July 2022,False,Solo Leisure,Economy Class,2022-03-01,1.0,1.0,,1.0,,,1.0,no
8350,easyJet,1,18th July 2022,True,Family Leisure,Economy Class,2022-07-01,1.0,1.0,,1.0,,,1.0,no
8351,easyJet,1,15th July 2022,True,Solo Leisure,Economy Class,2022-07-01,,,,1.0,,,1.0,no
14077,Lufthansa,1,27th July 2023,False,Business,Economy Class,2023-07-01,4.0,2.0,1.0,1.0,1.0,1.0,1.0,no
14078,Lufthansa,1,21st July 2023,True,Solo Leisure,Economy Class,2023-07-01,3.0,2.0,1.0,1.0,,,1.0,no
14079,Lufthansa,9,18th July 2023,True,Couple Leisure,Economy Class,2023-07-01,4.0,5.0,5.0,5.0,,3.0,4.0,yes
14080,Lufthansa,3,17th July 2023,True,Solo Leisure,Economy Class,2023-07-01,3.0,3.0,1.0,1.0,,,2.0,no
14081,Lufthansa,3,15th July 2023,True,Family Leisure,Economy Class,2023-07-01,4.0,1.0,1.0,1.0,,,2.0,no
14082,Lufthansa,1,15th July 2023,False,Couple Leisure,Economy Class,2023-07-01,2.0,2.0,,1.0,,,3.0,no
14083,Lufthansa,3,15th July 2023,False,Solo Leisure,Economy Class,2023-07-01,3.0,3.0,1.0,2.0,,,2.0,no
14084,Lufthansa,1,13th July 2023,False,Solo Leisure,Economy Class,2023-07-01,4.0,4.0,1.0,1.0,,,1.0,no
14085,Lufthansa,1,12th July 2023,True,Solo Leisure,Economy Class,2023-07-01,1.0,1.0,,1.0,,,1.0,no
14086,Lufthansa,4,10th July 2023,True,Business,Economy Class,2023-07-01,3.0,4.0,1.0,1.0,,,1.0,no
14087,Lufthansa,2,10th July 2023,True,Business,Economy Class,2022-08-01,4.0,4.0,,1.0,,,2.0,no
14088,Lufthansa,8,10th July 2023,False,Family Leisure,Economy Class,2023-03-01,5.0,5.0,4.0,5.0,,,5.0,yes
14089,Lufthansa,1,10th July 2023,True,Family Leisure,Economy Class,2023-07-01,1.0,3.0,2.0,1.0,3.0,3.0,1.0,no
14090,Lufthansa,2,9th July 2023,False,Solo Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
14091,Lufthansa,1,7th July 2023,False,Couple Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
14092,Lufthansa,3,7th July 2023,True,Family Leisure,Economy Class,2023-07-01,2.0,2.0,1.0,2.0,3.0,,1.0,no
14093,Lufthansa,2,6th July 2023,False,Solo Leisure,Economy Class,2023-04-01,2.0,1.0,1.0,2.0,,,2.0,no
14094,Lufthansa,1,6th July 2023,True,Family Leisure,Economy Class,2023-07-01,3.0,4.0,3.0,1.0,1.0,1.0,1.0,no
14095,Lufthansa,7,5th July 2023,True,Business,Business Class,2023-06-01,3.0,4.0,3.0,3.0,,,4.0,yes
14096,Lufthansa,1,3rd July 2023,False,Family Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
14097,Lufthansa,4,2nd July 2023,True,Business,Economy Class,2023-06-01,1.0,1.0,,4.0,,,3.0,no
14098,Lufthansa,8,2nd July 2023,True,Couple Leisure,Economy Class,2023-05-01,4.0,4.0,4.0,4.0,4.0,,3.0,yes
14099,Lufthansa,1,1st July 2023,False,Family Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
14100,Lufthansa,1,1st July 2023,True,Couple Leisure,Economy Class,2022-08-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
14101,Lufthansa,3,29th June 2023,True,Solo Leisure,Economy Class,2023-05-01,3.0,4.0,,1.0,,,1.0,no
14102,Lufthansa,1,29th June 2023,True,Business,Economy Class,2023-06-01,2.0,3.0,,2.0,,,1.0,no
14103,Lufthansa,1,27th June 2023,True,Solo Leisure,Business Class,2023-05-01,1.0,2.0,2.0,2.0,2.0,2.0,1.0,no
14104,Lufthansa,1,27th June 2023,True,Solo Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
14105,Lufthansa,3,26th June 2023,True,Solo Leisure,Business Class,2023-06-01,3.0,3.0,2.0,2.0,,,2.0,no
14106,Lufthansa,1,25th June 2023,False,Solo Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,,,1.0,no
14107,Lufthansa,6,25th June 2023,True,Business,Economy Class,2023-06-01,1.0,1.0,4.0,3.0,2.0,,4.0,no
14108,Lufthansa,7,24th June 2023,True,Couple Leisure,Economy Class,2023-06-01,5.0,4.0,2.0,2.0,,,4.0,yes
14109,Lufthansa,9,24th June 2023,True,Couple Leisure,Economy Class,2023-06-01,3.0,4.0,3.0,5.0,,,4.0,yes
14110,Lufthansa,1,24th June 2023,False,Solo Leisure,Economy Class,2023-06-01,3.0,2.0,,2.0,,,1.0,no
14111,Lufthansa,1,23rd June 2023,True,Solo Leisure,Economy Class,2023-06-01,2.0,2.0,1.0,1.0,1.0,2.0,1.0,no
14112,Lufthansa,2,20th June 2023,True,Couple Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,,,1.0,no
14113,Lufthansa,1,19th June 2023,True,Solo Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
14114,Lufthansa,1,19th June 2023,False,Family Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,1.0,1.0,,1.0,no
14115,Lufthansa,1,18th June 2023,True,Solo Leisure,Economy Class,2023-06-01,3.0,2.0,2.0,1.0,3.0,1.0,1.0,no
14116,Lufthansa,3,17th June 2023,False,Family Leisure,Economy Class,2023-06-01,1.0,1.0,3.0,4.0,1.0,1.0,1.0,no
14117,Lufthansa,1,16th June 2023,True,Solo Leisure,Economy Class,2023-06-01,2.0,2.0,2.0,1.0,,,2.0,no
14118,Lufthansa,1,16th June 2023,True,Couple Leisure,Business Class,2023-06-01,5.0,5.0,5.0,5.0,5.0,,5.0,yes
14119,Lufthansa,8,15th June 2023,True,Couple Leisure,Business Class,2022-09-01,4.0,5.0,5.0,4.0,,,4.0,yes
14120,Lufthansa,8,15th June 2023,True,Couple Leisure,Economy Class,2022-09-01,4.0,5.0,4.0,4.0,,,4.0,yes
14121,Lufthansa,3,15th June 2023,True,Couple Leisure,Economy Class,2023-06-01,2.0,2.0,2.0,1.0,2.0,,1.0,no
14122,Lufthansa,2,14th June 2023,True,Family Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,3.0,1.0,1.0,2.0,no
14123,Lufthansa,5,12th June 2023,True,Family Leisure,Economy Class,2022-12-01,2.0,3.0,2.0,4.0,4.0,3.0,3.0,no
14124,Lufthansa,2,10th June 2023,True,Couple Leisure,Economy Class,2022-10-01,1.0,1.0,1.0,1.0,2.0,,2.0,no
14125,Lufthansa,3,9th June 2023,False,Solo Leisure,Economy Class,2023-05-01,1.0,3.0,,5.0,,,1.0,no
14126,Lufthansa,2,7th June 2023,False,Couple Leisure,Economy Class,2023-06-01,1.0,1.0,1.0,3.0,1.0,1.0,2.0,no
14127,Lufthansa,1,6th June 2023,True,Solo Leisure,Economy Class,2023-05-01,3.0,3.0,4.0,1.0,4.0,,1.0,no
14128,Lufthansa,1,6th June 2023,False,Couple Leisure,Economy Class,2023-06-01,2.0,2.0,1.0,1.0,,,1.0,no
14129,Lufthansa,4,4th June 2023,True,Couple Leisure,Economy Class,2023-05-01,1.0,4.0,1.0,3.0,3.0,1.0,3.0,no
14130,Lufthansa,1,31st May 2023,True,Business,Business Class,2023-04-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
14131,Lufthansa,5,29th May 2023,True,Couple Leisure,Economy Class,2023-05-01,3.0,4.0,3.0,4.0,3.0,3.0,3.0,no
14132,Lufthansa,2,29th May 2023,True,Couple Leisure,Economy Class,2023-05-01,2.0,3.0,1.0,2.0,2.0,1.0,1.0,no
14133,Lufthansa,2,26th May 2023,True,Business,Business Class,2023-05-01,1.0,2.0,1.0,1.0,,,1.0,no
14134,Lufthansa,3,25th May 2023,False,Solo Leisure,Economy Class,2023-04-01,2.0,3.0,3.0,1.0,3.0,,3.0,no
14135,Lufthansa,1,25th May 2023,False,Family Leisure,Economy Class,2022-12-01,1.0,1.0,,1.0,,,1.0,no
14136,Lufthansa,2,24th May 2023,True,Business,Economy Class,2023-05-01,3.0,4.0,4.0,1.0,3.0,1.0,2.0,no
14137,Lufthansa,1,24th May 2023,True,Business,Economy Class,2023-05-01,4.0,4.0,4.0,5.0,2.0,,5.0,yes
14138,Lufthansa,8,21st May 2023,True,Solo Leisure,Business Class,2023-04-01,4.0,5.0,5.0,5.0,5.0,2.0,4.0,yes
14139,Lufthansa,3,19th May 2023,True,Couple Leisure,Economy Class,2023-05-01,2.0,2.0,,2.0,,,1.0,no
14140,Lufthansa,3,19th May 2023,True,Solo Leisure,Business Class,2023-05-01,2.0,3.0,1.0,1.0,,3.0,1.0,no
14141,Lufthansa,3,17th May 2023,True,Couple Leisure,Economy Class,2023-05-01,3.0,3.0,1.0,2.0,1.0,,1.0,no
14142,Lufthansa,3,15th May 2023,True,Family Leisure,Economy Class,2023-05-01,2.0,3.0,2.0,3.0,3.0,2.0,2.0,no
14143,Lufthansa,1,15th May 2023,True,Family Leisure,Economy Class,2022-08-01,3.0,2.0,3.0,1.0,3.0,1.0,1.0,no
14144,Lufthansa,3,13th May 2023,True,Business,Business Class,2023-05-01,2.0,3.0,2.0,1.0,,,1.0,no
14145,Lufthansa,5,12th May 2023,True,Business,Economy Class,2023-05-01,3.0,3.0,2.0,3.0,,,1.0,no
14146,Lufthansa,2,12th May 2023,False,Couple Leisure,Economy Class,2022-06-01,,,,,,,2.0,no
14147,Lufthansa,1,11th May 2023,True,Business,Business Class,2023-03-01,1.0,1.0,,1.0,,,1.0,no
14148,Lufthansa,1,11th May 2023,True,Family Leisure,Economy Class,2023-04-01,,,,1.0,,,1.0,no
14149,Lufthansa,1,10th May 2023,True,Business,Economy Class,2022-12-01,2.0,1.0,,1.0,,,1.0,no
14150,Lufthansa,1,5th May 2023,True,Family Leisure,Economy Class,2022-06-01,,,,1.0,,,1.0,no
14151,Lufthansa,1,5th May 2023,True,Family Leisure,Economy Class,2022-06-01,2.0,3.0,3.0,1.0,,,2.0,no
14152,Lufthansa,3,2nd May 2023,False,Business,Economy Class,2023-05-01,3.0,1.0,1.0,2.0,,,2.0,no
14153,Lufthansa,1,28th April 2023,False,Solo Leisure,Business Class,2023-04-01,4.0,5.0,5.0,4.0,3.0,3.0,5.0,yes
14154,Lufthansa,3,24th April 2023,True,Solo Leisure,Economy Class,2023-04-01,1.0,1.0,1.0,2.0,,,1.0,no
14155,Lufthansa,1,22nd April 2023,True,Family Leisure,Economy Class,2022-12-01,3.0,3.0,1.0,1.0,,,1.0,no
14156,Lufthansa,9,19th April 2023,True,Couple Leisure,Economy Class,2023-04-01,3.0,5.0,4.0,5.0,5.0,5.0,5.0,yes
14157,Lufthansa,3,16th April 2023,True,Couple Leisure,Economy Class,2022-10-01,1.0,4.0,2.0,1.0,2.0,,3.0,no
14158,Lufthansa,3,13th April 2023,True,Couple Leisure,Economy Class,2022-12-01,2.0,5.0,5.0,5.0,3.0,,1.0,no
14159,Lufthansa,4,8th April 2023,True,Business,First Class,2023-03-01,3.0,2.0,1.0,3.0,1.0,,2.0,no
14160,Lufthansa,1,8th April 2023,False,Couple Leisure,Economy Class,2023-04-01,,,,5.0,,,5.0,yes
14161,Lufthansa,3,7th April 2023,False,Solo Leisure,Economy Class,2023-03-01,3.0,2.0,1.0,1.0,,,1.0,no
14162,Lufthansa,2,3rd April 2023,False,Solo Leisure,Business Class,2022-11-01,2.0,4.0,4.0,1.0,,,2.0,no
14163,Lufthansa,1,3rd April 2023,False,Solo Leisure,Economy Class,2023-04-01,1.0,5.0,1.0,1.0,,1.0,1.0,no
14164,Lufthansa,1,3rd April 2023,False,Family Leisure,Economy Class,2023-04-01,3.0,3.0,3.0,2.0,4.0,,2.0,no
14165,Lufthansa,6,30th March 2023,True,Solo Leisure,Economy Class,2023-03-01,1.0,5.0,2.0,4.0,1.0,,3.0,no
14166,Lufthansa,1,29th March 2023,True,Couple Leisure,Economy Class,2023-03-01,1.0,1.0,1.0,1.0,1.0,,1.0,no
14167,Lufthansa,1,27th March 2023,True,Business,Business Class,2023-03-01,4.0,1.0,3.0,1.0,1.0,5.0,1.0,no
14168,Lufthansa,1,25th March 2023,False,Couple Leisure,Economy Class,2023-03-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
14169,Lufthansa,1,24th March 2023,True,Family Leisure,Economy Class,2023-02-01,3.0,5.0,,1.0,,,1.0,no
14170,Lufthansa,3,23rd March 2023,True,Couple Leisure,Economy Class,2023-03-01,2.0,2.0,1.0,1.0,1.0,1.0,2.0,no
14171,Lufthansa,1,21st March 2023,True,Business,Economy Class,2023-03-01,1.0,1.0,1.0,1.0,,,1.0,no
14172,Lufthansa,1,18th March 2023,True,Family Leisure,Economy Class,2023-03-01,1.0,1.0,3.0,2.0,4.0,3.0,2.0,no
14173,Lufthansa,9,17th March 2023,True,Business,Business Class,2023-03-01,3.0,5.0,5.0,1.0,,4.0,4.0,no
14174,Lufthansa,3,16th March 2023,True,Business,Business Class,2023-03-01,1.0,3.0,2.0,2.0,1.0,1.0,2.0,no
14175,Lufthansa,5,14th March 2023,True,Solo Leisure,Economy Class,2022-12-01,5.0,2.0,2.0,5.0,1.0,1.0,2.0,yes
14176,Lufthansa,5,11th March 2023,False,Family Leisure,Economy Class,2023-03-01,5.0,4.0,1.0,4.0,1.0,1.0,3.0,no
15209,Norwegian,1,7th July 2023,True,Solo Leisure,Economy Class,2023-07-01,3.0,5.0,,5.0,,,5.0,yes
15210,Norwegian,1,5th July 2023,True,Family Leisure,Economy Class,2023-07-01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
15211,Norwegian,1,10th May 2023,False,Family Leisure,Economy Class,2023-05-01,4.0,5.0,3.0,5.0,1.0,3.0,4.0,yes
15212,Norwegian,2,21st April 2023,True,Solo Leisure,Economy Class,2023-04-01,3.0,3.0,,1.0,3.0,3.0,1.0,no
15213,Norwegian,3,16th April 2023,False,Solo Leisure,Economy Class,2023-04-01,2.0,4.0,1.0,4.0,1.0,2.0,1.0,no
15214,Norwegian,1,21st January 2023,True,Couple Leisure,Economy Class,2022-12-01,1.0,2.0,,3.0,,,1.0,no
15215,Norwegian,1,15th December 2022,False,Couple Leisure,Economy Class,2022-11-01,1.0,1.0,2.0,1.0,1.0,1.0,1.0,no
15216,Norwegian,1,23rd October 2022,True,Solo Leisure,Economy Class,2022-09-01,,,,1.0,,,1.0,no
15217,Norwegian,2,19th October 2022,True,Couple Leisure,Economy Class,2022-09-01,1.0,1.0,,1.0,1.0,1.0,2.0,no
15218,Norwegian,4,15th October 2022,True,Couple Leisure,Economy Class,2022-10-01,1.0,3.0,2.0,2.0,,1.0,2.0,no
15219,Norwegian,1,21st September 2022,True,Couple Leisure,Economy Class,2022-09-01,5.0,5.0,5.0,4.0,,,5.0,yes
15220,Norwegian,1,18th September 2022,True,Couple Leisure,Economy Class,2022-09-01,4.0,5.0,4.0,5.0,,5.0,5.0,yes
15221,Norwegian,9,18th September 2022,True,Couple Leisure,Economy Class,2022-09-01,4.0,5.0,4.0,4.0,,,5.0,yes
15222,Norwegian,1,28th August 2022,True,Family Leisure,Economy Class,2022-08-01,,,,1.0,,,1.0,no
15223,Norwegian,1,23rd July 2022,True,Solo Leisure,Economy Class,2022-07-01,5.0,5.0,,5.0,,,5.0,yes
15224,Norwegian,1,17th July 2022,True,Couple Leisure,Economy Class,2022-06-01,4.0,5.0,,5.0,,4.0,5.0,yes
15225,Norwegian,1,13th July 2022,True,Couple Leisure,Economy Class,2022-06-01,3.0,3.0,,1.0,,,1.0,yes
